entry_id,trip_id,people_id,person_name,trip_date,trip_start_time,trip_end_time,place_id,place_name,lat,lon,event_time,source_presence
371,trip_177,"Carol Limpet","Carol Limpet",0040-04-01,09:00:00,21:00:00,"Paackland Ferry Terminal","Paackland Ferry Terminal",-164.408925366899,39.4407792165748,"2040-04-01 15:00:00",BOTH
372,trip_178,"Tante Titan","Tante Titan",0040-06-22,07:00:00,19:00:00,2519420987,"The Bait & Stich",-165.957038779125,39.0948190907215,"2040-06-22 11:48:00",BOTH
373,trip_178,"Tante Titan","Tante Titan",0040-06-22,07:00:00,19:00:00,36988137,"Harbor Bistro",-165.956073965352,39.095381784246,"2040-06-22 10:23:00",BOTH
374,trip_178,"Tante Titan","Tante Titan",0040-06-22,07:00:00,19:00:00,36988183,"Port Grove Customs House",-165.95536906157,39.0957812550808,"2040-06-22 10:00:00",BOTH
375,trip_178,"Tante Titan","Tante Titan",0040-06-22,07:00:00,19:00:00,4978801697,"Himark Postal Station",-165.882765693841,39.6615234584599,"2040-06-22 10:23:00",BOTH
376,trip_178,"Tante Titan","Tante Titan",0040-06-22,07:00:00,19:00:00,"Haacklee Ferry Terminal","Haacklee Ferry Terminal",-165.690524993701,38.9861932253342,"2040-06-22 13:00:00",BOTH
377,trip_178,"Tante Titan","Tante Titan",0040-06-22,07:00:00,19:00:00,"Port Grove Ferry Terminal","Port Grove Ferry Terminal",-165.954454171361,39.0922199633359,"2040-06-22 12:00:00",BOTH
378,trip_178,"Tante Titan","Tante Titan",0040-06-22,07:00:00,19:00:00,"South Paackland Ferry Terminal","South Paackland Ferry Terminal",-164.561770659014,39.0859168930285,"2040-06-22 19:00:00",BOTH
379,trip_178,"Tante Titan","Tante Titan",0040-06-22,07:00:00,19:00:00,"Suna Spit","Suna Spit",-165.756771494532,39.594240090235,"2040-06-22 10:23:00",BOTH
380,trip_179,Seal,Seal,2040-06-01,06:22:00,06:22:00,6005475078,"Sailor's Bistro",-164.554478627321,39.0817255139406,"2040-06-01 06:22:00",BOTH
381,trip_18,"Ed Helpsford","Ed Helpsford",2040-05-17,07:42:00,08:35:00,36979025,,-165.953182409989,39.0959602634445,"2040-05-17 07:42:00",B
382,trip_18,"Ed Helpsford","Ed Helpsford",2040-05-17,07:42:00,08:35:00,48534978,"Lomark Post Office",-165.586902515428,39.5115439547328,"2040-05-17 08:35:00",B
383,trip_18,"Ed Helpsford","Ed Helpsford",2040-05-17,07:42:00,08:35:00,"Suna Spit","Suna Spit",-165.756771494532,39.594240090235,"2040-05-17 08:35:00",B
384,trip_180,"Carol Limpet","Carol Limpet",2040-07-04,09:00:00,21:00:00,2564179411,"Paackland Control Office",-164.340539454206,39.4253968077931,"2040-07-04 11:12:00",B
385,trip_180,"Carol Limpet","Carol Limpet",2040-07-04,09:00:00,21:00:00,37799737,"Port Office of Customs A",-164.354142411146,39.4319525952392,"2040-07-04 11:12:00",B
386,trip_180,"Carol Limpet","Carol Limpet",2040-07-04,09:00:00,21:00:00,37828755,"Dock & Roll Hall of Fame",-164.358079495406,39.4259725652682,"2040-07-04 11:30:00",BOTH
387,trip_180,"Carol Limpet","Carol Limpet",2040-07-04,09:00:00,21:00:00,37866955,"Paackland City Hall",-164.33605817891,39.4124140042879,"2040-07-04 11:47:00",B
388,trip_180,"Carol Limpet","Carol Limpet",2040-07-04,09:00:00,21:00:00,48530519,,-165.598114797385,39.5501615967506,"2040-07-04 21:00:00",BOTH
389,trip_180,"Carol Limpet","Carol Limpet",2040-07-04,09:00:00,21:00:00,"Lomark Ferry Terminal","Lomark Ferry Terminal",-165.562860998482,39.5232671723143,"2040-07-04 21:00:00",B
390,trip_180,"Carol Limpet","Carol Limpet",2040-07-04,09:00:00,21:00:00,"Paackland Ferry Terminal","Paackland Ferry Terminal",-164.408925366899,39.4407792165748,"2040-07-04 15:00:00",B
391,trip_181,"Tante Titan","Tante Titan",0040-05-22,09:27:00,12:22:00,581853838,"Jordan Administrative Center",-164.561910022597,39.2713789907648,"2040-05-22 12:22:00",B
392,trip_181,"Tante Titan","Tante Titan",0040-05-22,09:27:00,12:22:00,582184557,"Pacific Nature Bureau",-164.563348299369,39.27182934781,"2040-05-22 12:22:00",B
393,trip_182,"Teddy Goldstein","Teddy Goldstein",0040-05-08,06:25:00,03:00:00,30179401,"Himark Customs",-165.881937753836,39.6570524926136,"2040-05-09 03:00:00",B
394,trip_182,"Teddy Goldstein","Teddy Goldstein",0040-05-08,06:25:00,03:00:00,30188848,"Anchor Way Grill",-165.890242914931,39.6669391316316,"2040-05-09 03:00:00",B
395,trip_182,"Teddy Goldstein","Teddy Goldstein",0040-05-08,06:25:00,03:00:00,36988183,"Port Grove Customs House",-165.95536906157,39.0957812550808,"2040-05-08 06:25:00",B
396,trip_182,"Teddy Goldstein","Teddy Goldstein",0040-05-08,06:25:00,03:00:00,37828755,"Dock & Roll Hall of Fame",-164.358079495406,39.4259725652682,"2040-05-08 22:24:00",B
397,trip_182,"Teddy Goldstein","Teddy Goldstein",0040-05-08,06:25:00,03:00:00,581853838,"Jordan Administrative Center",-164.561910022597,39.2713789907648,"2040-05-08 22:09:00",B
398,trip_182,"Teddy Goldstein","Teddy Goldstein",0040-05-08,06:25:00,03:00:00,582184557,"Pacific Nature Bureau",-164.563348299369,39.27182934781,"2040-05-08 19:00:00",B
399,trip_182,"Teddy Goldstein","Teddy Goldstein",0040-05-08,06:25:00,03:00:00,"Haacklee Ferry Terminal","Haacklee Ferry Terminal",-165.690524993701,38.9861932253342,"2040-05-08 13:00:00",B
400,trip_182,"Teddy Goldstein","Teddy Goldstein",0040-05-08,06:25:00,03:00:00,"Himark Ferry Terminal","Himark Ferry Terminal",-165.885612306433,39.6556490467165,"2040-05-09 03:00:00",B
401,trip_182,"Teddy Goldstein","Teddy Goldstein",0040-05-08,06:25:00,03:00:00,"Paackland Ferry Terminal","Paackland Ferry Terminal",-164.408925366899,39.4407792165748,"2040-05-08 23:00:00",B
402,trip_182,"Teddy Goldstein","Teddy Goldstein",0040-05-08,06:25:00,03:00:00,"Port Grove Ferry Terminal","Port Grove Ferry Terminal",-165.954454171361,39.0922199633359,"2040-05-08 10:00:00",B
403,trip_182,"Teddy Goldstein","Teddy Goldstein",0040-05-08,06:25:00,03:00:00,"South Paackland Ferry Terminal","South Paackland Ferry Terminal",-164.561770659014,39.0859168930285,"2040-05-08 19:00:00",B
404,trip_182,"Teddy Goldstein","Teddy Goldstein",0040-05-08,06:25:00,03:00:00,"Suna Spit","Suna Spit",-165.756771494532,39.594240090235,"2040-05-08 06:25:00",B
405,trip_183,Seal,Seal,2040-06-11,14:00:00,14:00:00,36988183,"Port Grove Customs House",-165.95536906157,39.0957812550808,"2040-06-11 22:12:00",B
406,trip_183,Seal,Seal,2040-06-11,14:00:00,14:00:00,48531694,,-165.589470863165,39.5104234635045,"2040-06-11 22:12:00",B
407,trip_183,Seal,Seal,2040-06-11,14:00:00,14:00:00,"Haacklee Ferry Terminal","Haacklee Ferry Terminal",-165.690524993701,38.9861932253342,"2040-06-12 06:00:00",B
408,trip_183,Seal,Seal,2040-06-11,14:00:00,14:00:00,"Port Grove Ferry Terminal","Port Grove Ferry Terminal",-165.954454171361,39.0922199633359,"2040-06-11 20:00:00",B
409,trip_183,Seal,Seal,2040-06-11,14:00:00,14:00:00,"South Paackland Ferry Terminal","South Paackland Ferry Terminal",-164.561770659014,39.0859168930285,"2040-06-12 14:00:00",B
410,trip_183,Seal,Seal,2040-06-11,14:00:00,14:00:00,"Suna Spit","Suna Spit",-165.756771494532,39.594240090235,"2040-06-11 22:12:00",B
411,trip_183,Seal,Seal,2040-06-11,14:00:00,14:00:00,,,,,"2040-06-11 14:00:00",A
412,trip_184,"Carol Limpet","Carol Limpet",2040-04-19,06:25:00,07:04:00,36988183,"Port Grove Customs House",-165.95536906157,39.0957812550808,"2040-04-19 07:04:00",B
413,trip_184,"Carol Limpet","Carol Limpet",2040-04-19,06:25:00,07:04:00,48530519,,-165.598114797385,39.5501615967506,"2040-04-19 07:04:00",BOTH
414,trip_184,"Carol Limpet","Carol Limpet",2040-04-19,06:25:00,07:04:00,48531694,,-165.589470863165,39.5104234635045,"2040-04-19 06:25:00",B
415,trip_184,"Carol Limpet","Carol Limpet",2040-04-19,06:25:00,07:04:00,48534978,"Lomark Post Office",-165.586902515428,39.5115439547328,"2040-04-19 06:25:00",B
416,trip_184,"Carol Limpet","Carol Limpet",2040-04-19,06:25:00,07:04:00,"Suna Spit","Suna Spit",-165.756771494532,39.594240090235,"2040-04-19 07:04:00",B
417,trip_185,"Tante Titan","Tante Titan",0040-04-10,07:09:00,09:45:00,581853838,"Jordan Administrative Center",-164.561910022597,39.2713789907648,"2040-04-10 09:10:00",B
418,trip_185,"Tante Titan","Tante Titan",0040-04-10,07:09:00,09:45:00,582184557,"Pacific Nature Bureau",-164.563348299369,39.27182934781,"2040-04-10 09:10:00",B
419,trip_185,"Tante Titan","Tante Titan",0040-04-10,07:09:00,09:45:00,582382094,"Centralia Checkpoint Office",-164.575643964025,39.2613347858216,"2040-04-10 09:45:00",B
420,trip_186,"Simone Kat","Simone Kat",2040-06-17,09:00:00,21:00:00,37828755,"Dock & Roll Hall of Fame",-164.358079495406,39.4259725652682,"2040-06-17 16:04:00",BOTH
421,trip_186,"Simone Kat","Simone Kat",2040-06-17,09:00:00,21:00:00,37852571,"Port Office of Customs B",-164.406748235115,39.4386936353508,"2040-06-17 16:51:00",B
422,trip_186,"Simone Kat","Simone Kat",2040-06-17,09:00:00,21:00:00,"Haacklee Ferry Terminal","Haacklee Ferry Terminal",-165.690524993701,38.9861932253342,"2040-06-17 21:00:00",B
423,trip_186,"Simone Kat","Simone Kat",2040-06-17,09:00:00,21:00:00,"South Paackland Ferry Terminal","South Paackland Ferry Terminal",-164.561770659014,39.0859168930285,"2040-06-17 19:00:00",B
424,trip_187,"Simone Kat","Simone Kat",2040-06-06,09:00:00,21:00:00,37810321,"Tours Central Ticketing",-164.413922433544,39.4373547591692,"2040-06-06 14:52:00",BOTH
425,trip_187,"Simone Kat","Simone Kat",2040-06-06,09:00:00,21:00:00,37826661,"Paackland Post Office",-164.371233052081,39.4220277368057,"2040-06-06 15:46:00",B
426,trip_187,"Simone Kat","Simone Kat",2040-06-06,09:00:00,21:00:00,"Haacklee Ferry Terminal","Haacklee Ferry Terminal",-165.690524993701,38.9861932253342,"2040-06-06 21:00:00",B
427,trip_187,"Simone Kat","Simone Kat",2040-06-06,09:00:00,21:00:00,"South Paackland Ferry Terminal","South Paackland Ferry Terminal",-164.561770659014,39.0859168930285,"2040-06-06 19:00:00",B
428,trip_188,"Carol Limpet","Carol Limpet",0040-06-20,09:00:00,21:00:00,48511194,,-165.600349924012,39.55045654963,"2040-06-20 21:00:00",BOTH
429,trip_188,"Carol Limpet","Carol Limpet",0040-06-20,09:00:00,21:00:00,581717431,"Tropics Environmental Hub",-164.561001995994,39.2751342144664,"2040-06-20 14:25:00",BOTH
430,trip_188,"Carol Limpet","Carol Limpet",0040-06-20,09:00:00,21:00:00,581853838,"Jordan Administrative Center",-164.561910022597,39.2713789907648,"2040-06-20 14:13:00",BOTH
431,trip_188,"Carol Limpet","Carol Limpet",0040-06-20,09:00:00,21:00:00,582184557,"Pacific Nature Bureau",-164.563348299369,39.27182934781,"2040-06-20 14:13:00",BOTH
432,trip_188,"Carol Limpet","Carol Limpet",0040-06-20,09:00:00,21:00:00,582261047,"Centralia Post Office",-164.577302104073,39.2602448596623,"2040-06-20 14:38:00",BOTH
433,trip_188,"Carol Limpet","Carol Limpet",0040-06-20,09:00:00,21:00:00,"Haacklee Ferry Terminal","Haacklee Ferry Terminal",-165.690524993701,38.9861932253342,"2040-06-20 21:00:00",BOTH
434,trip_188,"Carol Limpet","Carol Limpet",0040-06-20,09:00:00,21:00:00,"South Paackland Ferry Terminal","South Paackland Ferry Terminal",-164.561770659014,39.0859168930285,"2040-06-20 19:00:00",BOTH
435,trip_189,"Ed Helpsford","Ed Helpsford",2040-06-04,07:05:00,07:05:00,"Port Grove Ferry Terminal","Port Grove Ferry Terminal",-165.954454171361,39.0922199633359,"2040-06-04 07:05:00",B
436,trip_19,"Carol Limpet","Carol Limpet",0040-04-10,09:00:00,21:00:00,2564179411,"Paackland Control Office",-164.340539454206,39.4253968077931,"2040-04-10 18:09:00",B
437,trip_19,"Carol Limpet","Carol Limpet",0040-04-10,09:00:00,21:00:00,48511194,,-165.600349924012,39.55045654963,"2040-04-10 21:00:00",BOTH
438,trip_19,"Carol Limpet","Carol Limpet",0040-04-10,09:00:00,21:00:00,581853838,"Jordan Administrative Center",-164.561910022597,39.2713789907648,"2040-04-10 17:55:00",B
439,trip_19,"Carol Limpet","Carol Limpet",0040-04-10,09:00:00,21:00:00,582184557,"Pacific Nature Bureau",-164.563348299369,39.27182934781,"2040-04-10 14:00:00",B
440,trip_19,"Carol Limpet","Carol Limpet",0040-04-10,09:00:00,21:00:00,"Haacklee Ferry Terminal","Haacklee Ferry Terminal",-165.690524993701,38.9861932253342,"2040-04-10 09:00:00",B
441,trip_19,"Carol Limpet","Carol Limpet",0040-04-10,09:00:00,21:00:00,"Lomark Ferry Terminal","Lomark Ferry Terminal",-165.562860998482,39.5232671723143,"2040-04-10 21:00:00",B
442,trip_19,"Carol Limpet","Carol Limpet",0040-04-10,09:00:00,21:00:00,"Paackland Ferry Terminal","Paackland Ferry Terminal",-164.408925366899,39.4407792165748,"2040-04-10 19:00:00",B
443,trip_19,"Carol Limpet","Carol Limpet",0040-04-10,09:00:00,21:00:00,"South Paackland Ferry Terminal","South Paackland Ferry Terminal",-164.561770659014,39.0859168930285,"2040-04-10 14:00:00",B
444,trip_190,"Carol Limpet","Carol Limpet",0040-05-08,09:00:00,21:00:00,37799737,"Port Office of Customs A",-164.354142411146,39.4319525952392,"2040-05-08 16:40:00",B
445,trip_190,"Carol Limpet","Carol Limpet",0040-05-08,09:00:00,21:00:00,48580702,,-165.599641801388,39.5508852452669,"2040-05-08 21:00:00",BOTH
446,trip_190,"Carol Limpet","Carol Limpet",0040-05-08,09:00:00,21:00:00,581853838,"Jordan Administrative Center",-164.561910022597,39.2713789907648,"2040-05-08 16:28:00",B
447,trip_190,"Carol Limpet","Carol Limpet",0040-05-08,09:00:00,21:00:00,582184557,"Pacific Nature Bureau",-164.563348299369,39.27182934781,"2040-05-08 14:00:00",B
448,trip_190,"Carol Limpet","Carol Limpet",0040-05-08,09:00:00,21:00:00,"Haacklee Ferry Terminal","Haacklee Ferry Terminal",-165.690524993701,38.9861932253342,"2040-05-08 09:00:00",B
449,trip_190,"Carol Limpet","Carol Limpet",0040-05-08,09:00:00,21:00:00,"Lomark Ferry Terminal","Lomark Ferry Terminal",-165.562860998482,39.5232671723143,"2040-05-08 21:00:00",B
450,trip_190,"Carol Limpet","Carol Limpet",0040-05-08,09:00:00,21:00:00,"Paackland Ferry Terminal","Paackland Ferry Terminal",-164.408925366899,39.4407792165748,"2040-05-08 19:00:00",B
451,trip_190,"Carol Limpet","Carol Limpet",0040-05-08,09:00:00,21:00:00,"South Paackland Ferry Terminal","South Paackland Ferry Terminal",-164.561770659014,39.0859168930285,"2040-05-08 14:00:00",B
452,trip_191,"Tante Titan","Tante Titan",2040-07-01,08:44:00,09:42:00,48531040,"South Paackland Post Office",-164.556613870327,39.0877186441114,"2040-07-01 09:42:00",B
453,trip_191,"Tante Titan","Tante Titan",2040-07-01,08:44:00,09:42:00,582184632,,-164.583894973798,39.2627563132018,"2040-07-01 08:44:00",B
454,trip_192,Seal,Seal,2040-05-17,06:38:00,10:44:00,37810321,"Tours Central Ticketing",-164.413922433544,39.4373547591692,"2040-05-17 10:44:00",BOTH
455,trip_192,Seal,Seal,2040-05-17,06:38:00,10:44:00,37892464,"Paackland Admin Center",-164.399590473335,39.4325916424221,"2040-05-17 06:38:00",B
456,trip_193,"Carol Limpet","Carol Limpet",2040-07-07,09:00:00,21:00:00,48511187,,-165.596258083304,39.5433462736275,"2040-07-07 21:00:00",BOTH
457,trip_193,"Carol Limpet","Carol Limpet",2040-07-07,09:00:00,21:00:00,581860792,,-164.526296722329,39.3287539753983,"2040-07-07 11:00:00",BOTH
458,trip_193,"Carol Limpet","Carol Limpet",2040-07-07,09:00:00,21:00:00,"Lomark Ferry Terminal","Lomark Ferry Terminal",-165.562860998482,39.5232671723143,"2040-07-07 21:00:00",B
459,trip_193,"Carol Limpet","Carol Limpet",2040-07-07,09:00:00,21:00:00,"Paackland Ferry Terminal","Paackland Ferry Terminal",-164.408925366899,39.4407792165748,"2040-07-07 15:00:00",B
460,trip_194,"Ed Helpsford","Ed Helpsford",2040-06-09,09:00:00,21:00:00,2564179398,,-164.341150650874,39.4243277841109,"2040-06-09 12:09:00",B
461,trip_194,"Ed Helpsford","Ed Helpsford",2040-06-09,09:00:00,21:00:00,2564179411,"Paackland Control Office",-164.340539454206,39.4253968077931,"2040-06-09 13:01:00",B
462,trip_194,"Ed Helpsford","Ed Helpsford",2040-06-09,09:00:00,21:00:00,37799737,"Port Office of Customs A",-164.354142411146,39.4319525952392,"2040-06-09 12:09:00",B
463,trip_194,"Ed Helpsford","Ed Helpsford",2040-06-09,09:00:00,21:00:00,37828755,"Dock & Roll Hall of Fame",-164.358079495406,39.4259725652682,"2040-06-09 12:09:00",B
464,trip_194,"Ed Helpsford","Ed Helpsford",2040-06-09,09:00:00,21:00:00,"Lomark Ferry Terminal","Lomark Ferry Terminal",-165.562860998482,39.5232671723143,"2040-06-09 21:00:00",B
465,trip_194,"Ed Helpsford","Ed Helpsford",2040-06-09,09:00:00,21:00:00,"Paackland Ferry Terminal","Paackland Ferry Terminal",-164.408925366899,39.4407792165748,"2040-06-09 15:00:00",B
466,trip_195,"Carol Limpet","Carol Limpet",2040-04-28,11:00:00,21:00:00,37826661,"Paackland Post Office",-164.371233052081,39.4220277368057,"2040-04-28 15:37:00",B
467,trip_195,"Carol Limpet","Carol Limpet",2040-04-28,11:00:00,21:00:00,37852571,"Port Office of Customs B",-164.406748235115,39.4386936353508,"2040-04-28 15:17:00",B
468,trip_195,"Carol Limpet","Carol Limpet",2040-04-28,11:00:00,21:00:00,48511194,,-165.600349924012,39.55045654963,"2040-04-28 21:00:00",BOTH
469,trip_195,"Carol Limpet","Carol Limpet",2040-04-28,11:00:00,21:00:00,581738844,"Hula Lounge",-164.529065428562,39.3289110288686,"2040-04-28 15:17:00",BOTH
470,trip_195,"Carol Limpet","Carol Limpet",2040-04-28,11:00:00,21:00:00,"Lomark Ferry Terminal","Lomark Ferry Terminal",-165.562860998482,39.5232671723143,"2040-04-28 21:00:00",B
471,trip_195,"Carol Limpet","Carol Limpet",2040-04-28,11:00:00,21:00:00,"Paackland Ferry Terminal","Paackland Ferry Terminal",-164.408925366899,39.4407792165748,"2040-04-28 19:00:00",B
472,trip_196,Seal,Seal,2040-04-03,14:00:00,14:00:00,48534978,"Lomark Post Office",-165.586902515428,39.5115439547328,"2040-04-03 19:26:00",B
473,trip_196,Seal,Seal,2040-04-03,14:00:00,14:00:00,48549608,,-165.572022073053,39.5138428724999,"2040-04-03 19:26:00",B
474,trip_196,Seal,Seal,2040-04-03,14:00:00,14:00:00,48591000,"Port Authority Office",-165.576410268802,39.5385630504902,"2040-04-04 00:13:00",B
475,trip_196,Seal,Seal,2040-04-03,14:00:00,14:00:00,"Haacklee Ferry Terminal","Haacklee Ferry Terminal",-165.690524993701,38.9861932253342,"2040-04-04 06:00:00",B
476,trip_196,Seal,Seal,2040-04-03,14:00:00,14:00:00,"South Paackland Ferry Terminal","South Paackland Ferry Terminal",-164.561770659014,39.0859168930285,"2040-04-04 14:00:00",B
477,trip_196,Seal,Seal,2040-04-03,14:00:00,14:00:00,,,,,"2040-04-03 14:00:00",A
478,trip_197,"Carol Limpet","Carol Limpet",2040-07-18,09:00:00,21:00:00,2564318352,"Eastside Memorial Toll",-164.349955665003,39.4239826522775,"2040-07-18 11:34:00",B
479,trip_197,"Carol Limpet","Carol Limpet",2040-07-18,09:00:00,21:00:00,37831236,,-164.346797881403,39.4198156939129,"2040-07-18 11:00:00",B
480,trip_197,"Carol Limpet","Carol Limpet",2040-07-18,09:00:00,21:00:00,48580678,,-165.60467062257,39.5479450190565,"2040-07-18 21:00:00",BOTH
481,trip_197,"Carol Limpet","Carol Limpet",2040-07-18,09:00:00,21:00:00,"Lomark Ferry Terminal","Lomark Ferry Terminal",-165.562860998482,39.5232671723143,"2040-07-18 21:00:00",B
482,trip_197,"Carol Limpet","Carol Limpet",2040-07-18,09:00:00,21:00:00,"Paackland Ferry Terminal","Paackland Ferry Terminal",-164.408925366899,39.4407792165748,"2040-07-18 15:00:00",B
483,trip_198,"Tante Titan","Tante Titan",0040-06-05,07:17:00,10:33:00,48531040,"South Paackland Post Office",-164.556613870327,39.0877186441114,"2040-06-05 10:33:00",B
484,trip_198,"Tante Titan","Tante Titan",0040-06-05,07:17:00,10:33:00,581853838,"Jordan Administrative Center",-164.561910022597,39.2713789907648,"2040-06-05 09:57:00",B
485,trip_198,"Tante Titan","Tante Titan",0040-06-05,07:17:00,10:33:00,582184557,"Pacific Nature Bureau",-164.563348299369,39.27182934781,"2040-06-05 09:57:00",B
486,trip_199,"Tante Titan","Tante Titan",0040-07-24,08:18:00,10:28:00,581853838,"Jordan Administrative Center",-164.561910022597,39.2713789907648,"2040-07-24 10:28:00",B
487,trip_199,"Tante Titan","Tante Titan",0040-07-24,08:18:00,10:28:00,582184557,"Pacific Nature Bureau",-164.563348299369,39.27182934781,"2040-07-24 10:28:00",B
488,trip_2,"Ed Helpsford","Ed Helpsford",2040-06-28,08:23:00,08:23:00,950773347,,-165.579982194729,39.5477000076764,"2040-06-28 08:23:00",B
489,trip_20,"Simone Kat","Simone Kat",0040-05-27,06:07:00,13:00:00,36988183,"Port Grove Customs House",-165.95536906157,39.0957812550808,"2040-05-27 06:46:00",BOTH
490,trip_20,"Simone Kat","Simone Kat",0040-05-27,06:07:00,13:00:00,"Haacklee Ferry Terminal","Haacklee Ferry Terminal",-165.690524993701,38.9861932253342,"2040-05-27 13:00:00",BOTH
491,trip_200,Seal,Seal,0040-07-03,08:50:00,12:13:00,581853838,"Jordan Administrative Center",-164.561910022597,39.2713789907648,"2040-07-03 12:13:00",B
492,trip_200,Seal,Seal,0040-07-03,08:50:00,12:13:00,582184557,"Pacific Nature Bureau",-164.563348299369,39.27182934781,"2040-07-03 12:13:00",B
493,trip_200,Seal,Seal,0040-07-03,08:50:00,12:13:00,,,,,"2040-07-03 08:50:00",A
494,trip_201,"Carol Limpet","Carol Limpet",0040-07-03,13:00:00,06:00:00,37799737,"Port Office of Customs A",-164.354142411146,39.4319525952392,"2040-07-03 22:32:00",B
495,trip_201,"Carol Limpet","Carol Limpet",0040-07-03,13:00:00,06:00:00,48530519,,-165.598114797385,39.5501615967506,"2040-07-04 06:00:00",BOTH
496,trip_201,"Carol Limpet","Carol Limpet",0040-07-03,13:00:00,06:00:00,581853838,"Jordan Administrative Center",-164.561910022597,39.2713789907648,"2040-07-03 22:16:00",B
497,trip_201,"Carol Limpet","Carol Limpet",0040-07-03,13:00:00,06:00:00,582184557,"Pacific Nature Bureau",-164.563348299369,39.27182934781,"2040-07-03 19:00:00",B
498,trip_201,"Carol Limpet","Carol Limpet",0040-07-03,13:00:00,06:00:00,"Haacklee Ferry Terminal","Haacklee Ferry Terminal",-165.690524993701,38.9861932253342,"2040-07-03 13:00:00",B
499,trip_201,"Carol Limpet","Carol Limpet",0040-07-03,13:00:00,06:00:00,"Lomark Ferry Terminal","Lomark Ferry Terminal",-165.562860998482,39.5232671723143,"2040-07-04 06:00:00",B
500,trip_201,"Carol Limpet","Carol Limpet",0040-07-03,13:00:00,06:00:00,"Paackland Ferry Terminal","Paackland Ferry Terminal",-164.408925366899,39.4407792165748,"2040-07-03 23:00:00",B
501,trip_201,"Carol Limpet","Carol Limpet",0040-07-03,13:00:00,06:00:00,"South Paackland Ferry Terminal","South Paackland Ferry Terminal",-164.561770659014,39.0859168930285,"2040-07-03 19:00:00",B
502,trip_202,"Teddy Goldstein","Teddy Goldstein",2040-04-15,09:24:00,10:30:00,48475647,"Lomark Civic Plaza",-165.597193567118,39.5219925791217,"2040-04-15 09:53:00",B
503,trip_202,"Teddy Goldstein","Teddy Goldstein",2040-04-15,09:24:00,10:30:00,691146642,,-165.586071565628,39.5274565074595,"2040-04-15 09:53:00",B
504,trip_202,"Teddy Goldstein","Teddy Goldstein",2040-04-15,09:24:00,10:30:00,"Suna Spit","Suna Spit",-165.756771494532,39.594240090235,"2040-04-15 10:30:00",B
505,trip_203,"Carol Limpet","Carol Limpet",2040-04-04,09:00:00,21:00:00,48504771,,-164.559913954818,39.0861341253692,"2040-04-04 14:00:00",BOTH
506,trip_203,"Carol Limpet","Carol Limpet",2040-04-04,09:00:00,21:00:00,48580678,,-165.60467062257,39.5479450190565,"2040-04-04 21:00:00",BOTH
507,trip_203,"Carol Limpet","Carol Limpet",2040-04-04,09:00:00,21:00:00,"Haacklee Ferry Terminal","Haacklee Ferry Terminal",-165.690524993701,38.9861932253342,"2040-04-04 21:00:00",B
508,trip_203,"Carol Limpet","Carol Limpet",2040-04-04,09:00:00,21:00:00,"South Paackland Ferry Terminal","South Paackland Ferry Terminal",-164.561770659014,39.0859168930285,"2040-04-04 19:00:00",B
509,trip_204,"Simone Kat","Simone Kat",2040-03-31,06:00:00,07:37:00,2459691595,,-165.886393579712,39.6624883758074,"2040-03-31 06:00:00",BOTH
510,trip_204,"Simone Kat","Simone Kat",2040-03-31,06:00:00,07:37:00,36988183,"Port Grove Customs House",-165.95536906157,39.0957812550808,"2040-03-31 07:37:00",B
511,trip_204,"Simone Kat","Simone Kat",2040-03-31,06:00:00,07:37:00,"Suna Spit","Suna Spit",-165.756771494532,39.594240090235,"2040-03-31 07:01:00",B
512,trip_205,"Simone Kat","Simone Kat",0040-07-03,09:00:00,21:00:00,581853838,"Jordan Administrative Center",-164.561910022597,39.2713789907648,"2040-07-03 17:11:00",B
513,trip_205,"Simone Kat","Simone Kat",0040-07-03,09:00:00,21:00:00,582184557,"Pacific Nature Bureau",-164.563348299369,39.27182934781,"2040-07-03 17:11:00",B
514,trip_205,"Simone Kat","Simone Kat",0040-07-03,09:00:00,21:00:00,"Haacklee Ferry Terminal","Haacklee Ferry Terminal",-165.690524993701,38.9861932253342,"2040-07-03 21:00:00",B
515,trip_205,"Simone Kat","Simone Kat",0040-07-03,09:00:00,21:00:00,"South Paackland Ferry Terminal","South Paackland Ferry Terminal",-164.561770659014,39.0859168930285,"2040-07-03 19:00:00",B
516,trip_205,"Simone Kat","Simone Kat",0040-07-03,09:00:00,21:00:00,,,,,"2040-07-03 09:00:00",A
517,trip_206,"Ed Helpsford","Ed Helpsford",0040-07-03,09:00:00,21:00:00,37828755,"Dock & Roll Hall of Fame",-164.358079495406,39.4259725652682,"2040-07-03 18:54:00",B
518,trip_206,"Ed Helpsford","Ed Helpsford",0040-07-03,09:00:00,21:00:00,581853838,"Jordan Administrative Center",-164.561910022597,39.2713789907648,"2040-07-03 17:41:00",B
519,trip_206,"Ed Helpsford","Ed Helpsford",0040-07-03,09:00:00,21:00:00,582184557,"Pacific Nature Bureau",-164.563348299369,39.27182934781,"2040-07-03 14:00:00",B
520,trip_206,"Ed Helpsford","Ed Helpsford",0040-07-03,09:00:00,21:00:00,"Haacklee Ferry Terminal","Haacklee Ferry Terminal",-165.690524993701,38.9861932253342,"2040-07-03 09:00:00",B
521,trip_206,"Ed Helpsford","Ed Helpsford",0040-07-03,09:00:00,21:00:00,"Lomark Ferry Terminal","Lomark Ferry Terminal",-165.562860998482,39.5232671723143,"2040-07-03 21:00:00",B
